id,grieks,translit,translitz,nedS,nedI,nedSz,nedIz,strong,CGTparsing,CGTparsingT,CGTparsingN,CGTparsingTN,griUniekeid,bijvolgende,samen
170,εμμανουηλ,emmanouēl,emmanouel,IMMANUEL,Immánuël,IMMANUEL,Immánuël,1694,N-PRI,N-PRI,N-NAE,N-NAE,1625,NULL,NULL
172,μεθερμηνευομενον,met<sup>h</sup>ermēneuomenon,methermeneuomenon,MET-INTERPRETEREN<i>de-zijnde</i><sup>๏</sup>,vertalen<i>de zijnde</i><sup>๏</sup>,MET-INTERPRETERENde-zijnde๏,vertalende zijnde๏,3177,V-NIMP-NSN,V-PPP-NSN,W-GOMD-NOE,W-Pr-Med-Ptc-NOE,3440,NULL,NULL
173,μεθ,met<sup>h</sup>,meth,MET,met,MET,met,3326,PREP+2,PREP,PREP,PREP,3413,NULL,NULL
174,ημων,<sup>h</sup>ēmōn,hemon,<i>van</i>-WIJ,<i>van</i> wij,van-WIJ,van wij,2257,P-1GP,P-1GP,P-1GM,P-1GM,2291,NULL,NULL
175,θεος,t<sup>h</sup>eos,theos,PLAATS-er,God,PLAATS-er,God,2316,N-NSM,N-NSM,N-NME,N-NME,5308,NULL,NULL
176,εγερθεις,egert<sup>h</sup>eis,egertheis,<i>ge</i>WEK<i>t-wordende</i>,op<i>ge</i>wek<i>t wordende</i>,geWEKt-wordende,opgewekt wordende,1453,V-NNPP-NSM,V-APP-NSM,W-GHPD-NME,W-Ao-Pas-Ptc-NME,1412,NULL,NULL
177,υπνου,<sup>h</sup>upnou,hupnou,SLAAP,slaap,SLAAP,slaap,5258,N-GSM,N-GSM,N-GME,N-GME,2526,NULL,NULL
178,εποιησεν,epoiēsen,epoiesen,<i>(hij)</i>-DOE<i>t</i>,<i>(hij)</i> doe<i>t</i>,hij-DOEt,hij doet,4160,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,4315,NULL,NULL
179,ως,<sup>h</sup>ōs,hos,ALS,als,ALS,als,5613,ADV,ADV,BIJW,BIJW,2438,NULL,NULL
182,εαυτου,<sup>h</sup>eautou,heautou,<i>van</i>-ZIJN-ZELFDE,<i>van</i> zichzelf,van-ZIJN-ZELFDE,van zichzelf,1438,F-3GSM,F-3GSM,F-3GME,F-3GME,2248,NULL,NULL
183,ουκ,ouk,ouk,NIET,niet,NIET,niet,3756,PRT-N,PRT-N,PRT-N,PRT-N,3780,NULL,NULL
184,εγινωσκεν,eginōsken,eginosken,<i>(hij)</i>-KEN<i>de</i>,<i>(hij)</i> ken<i>de</i>,(hij)-KENde,(hij) kende,1097,V-PIAI-3S,V-IAI-3S,W-VOAA-3E,W-Im-Act-Ind-3E,2166,NULL,NULL
185,ου,<sup>h</sup>ou,hou,<i>van</i>-WELK,<i>van</i> welke,van-WELK,van welke,3739,R-GSN,R-GSM,R-GOE,R-GOE,2381,NULL,NULL
186,ετεκεν,eteken,eteken,<i>(hij)</i>-VOORTBRENG<i>t</i>,<i>(hij)</i> baar<i>t</i>,zij-VOORTBRENGt,zij baart,5088,V-NNAI-3S,V-2AAI-3S,W-GHAA-3E,W-2Ao-Act-Ind-3E,5372,NULL,NULL
187,εκαλεσεν,ekalesen,ekalesen,<i>(hij)</i>-ROEP<i>t</i>,<i>(hij)</i> roep<i>t</i>,hij-ROEPt,hij roept,2564,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,2702,NULL,NULL
188,γεννηθεντος,gennēt<sup>h</sup>entos,gennethentos,GEWORDEN-<i>wordende</i>,voort<i>ge</i>bracht <i>wordende</i>,GEWORDEN-wordende,voortgebracht wordende,1080,V-NNPP-GSM,V-APP-GSM,W-GHPD-GME,W-Ao-Pas-Ptc-GME,2143,NULL,NULL
189,βηθλεεμ,bēt<sup>h</sup>leem,bethleem,BETLEHEM,Betlehem,BETLEHEM,Betlehem,965,N-PRI,N-PRI,N-NAE,N-NAE,915,NULL,NULL
191,ιουδαιας,ioudaias,ioudaias,JUDEA,Judea,JUDEA,Judea,2449,N-GSF,N-GSF,N-GVE,N-GVE,2638,NULL,NULL
192,ημεραις,<sup>h</sup>ēmerais,hemerais,<i>aan</i>-DAG<i>en</i>,<i>aan</i> dag<i>en</i>,aan-DAGen,aan dagen,2250,N-DPF,N-DPF,N-DVM,N-DVM,2292,NULL,NULL
193,ηρωδου,<sup>h</sup>ērōdou,herodou,<i>van</i>-HERODES,<i>van</i> Herodes,van-HERODES,van Herodes,2264,N-GSM,N-GSM,N-GME,N-GME,2314,NULL,NULL
194,του,tou,tou,DE/HET,de/het,DE/HET,de/het,3588,T-GSM,T-GSM,T-GME,T-GME,2380,NULL,NULL
195,βασιλεως,basileōs,basileos,KONING,koning,KONING,koning,935,N-GSM,N-GSM,N-GME,N-GME,877,NULL,NULL
196,μαγοι,magoi,magoi,MAGIEr<i>s</i>,magiër<i>s</i>,MAGIErs,magiërs,3097,N-NPM,N-NPM,N-NMM,N-NMM,3278,NULL,NULL
197,ανατολων,anatolōn,anatolon,<i>van</i>-OPWAARTS-EINDigen<sup>mv</sup>,<i>van</i> (het) oosten<sup>mv</sup>,van-OPWAARTS-EINDigenmv,van (het) oostenmv,395,N-GPF,N-GPF,N-GVM,N-GVM,357,NULL,NULL
199,εις,eis,eis,NAARBINNEN,naar binnen in,NAARBINNEN,naar binnen in,1519,PREP+4,PREP,PREP,PREP,1467,NULL,NULL
200,ιεροσολυμα,ierosoluma,ierosoluma,JERUZALEM,Jeruzalem,JERUZALEM,Jeruzalem,2414,N-ASF,N-ASF,N-AVE,N-AVE,2606,NULL,NULL
201,λεγοντες,legontes,legontes,VERZAMELEN<i>de-zijnden</i>,zeggen<i>de zijnden</i>,VERZAMELENde-zijnden,zeggende zijnden,3004,V-NIAP-NPM,V-PAP-NPM,W-GOAD-NMM,W-Pr-Act-Ptc-NMM,3181,NULL,NULL
202,που,pou,pou,?-VAN+WELK,ergens/waar?,?-VAN+WELK,ergens/waar?,4226,PRT-I,PRT-I,PRT-Vr,PRT-Vr,4386,NULL,NULL
203,τεχθεις,tek<sup>h</sup>t<sup>h</sup>eis,tekhtheis,VOORT<i>ge</i>BRACHT-<i>wordende</i>,<i>ge</i>baar<i>d wordende</i>,VOORTgeBRACHT-wordende,gebaard wordende,5088,V-NNPP-NSM,V-APP-NSM,W-GHPD-NME,W-Ao-Pas-Ptc-NME,5372,NULL,NULL
204,βασιλευς,basileus,basileus,KONING,koning,KONING,koning,935,N-NSM,N-NSM,N-NME,N-NME,877,NULL,NULL
205,των,tōn,ton,<i>van</i>-DE/HET,<i>van</i> de,van-DE/HET,van de,3588,T-GPM,T-GPM,T-GMM,T-GMM,2380,NULL,NULL
206,ιουδαιων,ioudaiōn,ioudaion,JUDA-er<i>s</i>,Jod<i>en</i>,JUDA-ers,Joden,2453,A-GPM,A-GPM,A-GMM,A-GMM,2641,NULL,NULL
207,ειδομεν,eidomen,eidomen,<i>(wij)</i>-WAARNEMEN,<i>(wij)</i> nemen waar,wij-WAARNEMEN,wij nemen waar,1492,V-NNAI-1P,V-2AAI-1P,W-GHAA-1M,W-2Ao-Act-Ind-1M,1442,NULL,NULL
208,αστερα,astera,astera,GLIMPer,ster,GLIMPer,ster,792,N-ASM,N-ASM,N-AME,N-AME,768,NULL,NULL
209,τη,tē,te,<i>aan</i>-DE/HET,<i>aan</i> de/het,aan-DE/HET,aan de/het,3588,T-DSF,T-DSF,T-DVE,T-DVE,2380,NULL,NULL
210,ανατολη,anatolē,anatole,OPWAARTS-EINDigen,(het) oosten,OPWAARTS-EINDigen,(het) oosten,395,N-DSF,N-DSF,N-DVE,N-DVE,357,NULL,NULL
211,ηλθομεν,ēlt<sup>h</sup>omen,elthomen,<i>(wij)</i>-KOMEN,<i>(wij)</i> komen,wij-KOMEN,wij komen,2064,V-NNAI-1P,V-2AAI-1P,W-GHAA-1M,W-2Ao-Act-Ind-1M,1925,NULL,NULL
212,προσκυνησαι,proskunēsai,proskunesai,NAARTOE-<i>te</i>-WEMELEN,<i>te</i> aanbidden,NAARTOE-te-WEMELEN,te aanbidden,4352,V-NNAN,V-AAN,W-GHAO,W-Ao-Act-Inf,4532,NULL,NULL
213,ακουσας,akousas,akousas,<i></i>HOREN<i>de</i>,<i></i>horen<i>de</i>,HORENde,horende,191,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,165,NULL,NULL
214,ηρωδης,<sup>h</sup>ērōdēs,herodes,HERODES,Herodes,HERODES,Herodes,2264,N-NSM,N-NSM,N-NME,N-NME,2314,NULL,NULL
215,εταραχθη,etarak<sup>h</sup>t<sup>h</sup>ē,etarakhthe,<i>(hij)-wordt</i>-VERWAR<i>d</i>,<i>(hij) wordt</i> verwar<i>d</i>,(hij)-wordt-VERWARd,(hij) wordt verward,5015,V-NNPI-3S,V-API-3S,W-GHPA-3E,W-Ao-Pas-Ind-3E,5211,NULL,NULL
216,πασα,pasa,pasa,AL<i>le</i>,al<i>le</i>/ieder<i>e</i>,ALle,alle/iedere,3956,A-NSF,A-NSF,A-NVE,A-NVE,3830,NULL,NULL
217,ιεροσολυμα,ierosoluma,ierosoluma,JERUZALEM,Jeruzalem,JERUZALEM,Jeruzalem,2414,N-NSF,N-NSF,N-NVE,N-NVE,2606,NULL,NULL
218,μετ,met,met,MET,met,MET,met,3326,PREP+2,PREP,PREP,PREP,3413,NULL,NULL
219,συναγαγων,sunagagōn,sunagagon,SAMEN-VOEREN<i>de</i>,verzamelen<i>de</i>,SAMEN-VOERENde,verzamelende,4863,V-NNAP-NSM,V-2AAP-NSM,W-GHAD-NME,W-2Ao-Act-Ptc-NME,5065,NULL,NULL
220,παντας,pantas,pantas,AL<i>le</i>,al<i>le</i>/ieder<i>e</i>,ALle,alle/iedere,3956,A-APM,A-APM,A-AMM,A-AMM,3830,NULL,NULL
221,αρχιερεις,ark<sup>h</sup>iereis,arkhiereis,OORSPRONG-GEWIJD<i>en</i>,hogepriester<i>s</i>,OORSPRONG-GEWIJDen,hogepriesters,749,N-APM,N-APM,N-AMM,N-AMM,676,NULL,NULL
222,γραμματεις,grammateis,grammateis,SCHRIJVer<i>s</i>,schriftgeleerde<i>n</i>,SCHRIJVers,schriftgeleerden,1122,N-APM,N-APM,N-AMM,N-AMM,2186,NULL,NULL
224,λαου,laou,laou,VOLK,volk,VOLK,volk,2992,N-GSM,N-GSM,N-GME,N-GME,3171,NULL,NULL
225,επυνθανετο,epunt<sup>h</sup>aneto,epunthaneto,<i>(hij)</i>-UITVORS<i>te</i>-OPWAARTS<sup>๏</sup>,<i>(hij)</i> vors<i>te</i> uit<sup>๏</sup>,hij-UITVORSte-OPWAARTS,hij vorste uit,4441,V-PIMI-3S,V-INI-3S,W-VOMA-3E,W-Im-Med-Ind-3E,4638,NULL,NULL
226,παρ,par,par,LANGSBIJ,naast/van,LANGSBIJ,naast/van,3844,PREP+2,PREP,PREP,PREP,3850,NULL,NULL
227,γενναται,gennatai,gennatai,<i>(hij)-is</i>-GEWORDEN<i>de</i><sup>๏</sup>,<i>(hij) is</i> voortbrengen<i>de</i><sup>๏</sup>,(hij)-is-GEWORDENde๏,(hij) is voortbrengende๏,1080,V-RIMI-3S,V-PPI-3S,W-HOMA-3E,W-Pr-Med-Ind-3E,2143,NULL,NULL
228,οι,<sup>h</sup>oi,hoi,DE/HET,de,DE/HET,de,3588,T-NPM,T-NPM,T-NMM,T-NMM,2380,NULL,NULL
229,ειπαν,eipan,eipan,<i>(zij)</i>-VERZAMELEN,<i>(zij)</i> zeggen,zij-VERZAMELEN,zij zeggen,2036,V-NNAI-3P,V-2AAI-3P,W-GHAA-3M,W-2Ao-Act-Ind-3M,3181,NULL,NULL
230,γεγραπται,gegraptai,gegraptai,<i>(hij)-heeft-ge</i>SCHREVEN<sup>๏</sup>,<i>(hij) heeft ge</i>schreven<sup>๏</sup>,het-heeft-geSCHREVEN,het heeft geschreven,1125,V-RCMI-3S,V-RPI-3S,W-HVMA-3E,W-Pf-Med-Ind-3E,2189,NULL,NULL
231,συ,su,su,JIJ,jij,JIJ,jij,4771,P-2NS,P-2NS,P-2NE,P-2NE,4983,NULL,NULL
232,γη,gē,ge,LAND!,aarde!,LAND!,aarde!,1093,N-VSF,N-VSF,N-VVE,N-VVE,2127,NULL,NULL
233,ιουδα,iouda,iouda,<i>van</i>-JUDA,<i>van</i> Juda,van-JUDA,van Juda,2448,N-GSM,N-GSM,N-GME,N-GME,2644,NULL,NULL
234,ουδαμως,oudamōs,oudamos,NIET-ECHTER-GELIJKTIJDIG-ALS,allerminst,NIET-ECHTER-GELIJKTIJDIG-ALS,allerminst,3760,ADV-N,ADV-N,BIJW-N,BIJW-N,3784,NULL,NULL
235,ελαχιστη,elak<sup>h</sup>istē,elakhiste,INFERIEUR-meest,geringste,INFERIEUR-meest,geringste,1646,A-NSF-S,A-NSF-S,A-NVE-O,A-NVE-O,1574,NULL,NULL
237,τοις,tois,tois,<i>aan</i>-DE/HET,<i>aan</i> de,aan-DE/HET,aan de,3588,T-DPM,T-DPM,T-DMM,T-DMM,2380,NULL,NULL
238,ηγεμοσιν,<sup>h</sup>ēgemosin,hegemosin,VOERder<i>s</i>,procurator<i>en</i>,VOERders,procuratoren,2232,N-DPM,N-DPM,N-DMM,N-DMM,2262,NULL,NULL
240,ηγουμενος,<sup>h</sup>ēgoumenos,hegoumenos,VOEREN<i>de-zijnde</i><sup>๏</sup>,aanvoeren<i>de zijnde</i><sup>๏</sup>,VOERENde-zijnde,aanvoerende zijnde,2233,V-NIMP-NSM,V-PNP-NSM,W-GOMD-NME,W-Pr-Med-Ptc-NME,2265,NULL,NULL
241,οστις,<sup>h</sup>ostis,hostis,WELK-ENIG,welke dan ook,WELK-ENIG,welke dan ook,3748,R-NSM,R-NSM,R-NME,R-NME,2456,NULL,NULL
243,μου,mou,mou,<i>van</i>-MIJ,<i>van</i> mij,van-MIJ,van mij,3450,P-1GS,P-1GS,P-1GE,P-1GE,3524,NULL,NULL
244,ισραηλ,israēl,israel,ISRAEL,Israël,ISRAEL,Israël,2474,N-PRI,N-PRI,N-NAE,N-NAE,2661,NULL,NULL
245,τοτε,tote,tote,DE/HET-BOVENDIEN,toen,DE/HET-BOVENDIEN,toen,5119,ADV,ADV,BIJW,BIJW,5401,NULL,NULL
246,καλεσας,kalesas,kalesas,ROEPen<i>de</i>,roepen<i>de</i>,ROEPende,roepende,2564,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,2702,NULL,NULL
247,μαγους,magous,magous,MAGIEr<i>s</i>,magiër<i>s</i>,MAGIErs,magiërs,3097,N-APM,N-APM,N-AMM,N-AMM,3278,NULL,NULL
249,χρονον,k<sup>h</sup>ronon,khronon,TIJD,tijd,TIJD,tijd,5550,N-ASM,N-ASM,N-AME,N-AME,1080,NULL,NULL
250,φαινομενου,p<sup>h</sup>ainomenou,phainomenou,VERSCHIJNEN<i>de-zijnde</i><sup>๏</sup>,zichtbaar worden<i>de zijnde</i><sup>๏</sup>,VERSCHIJNENde-zijnde,zichtbaar wordende zijnde,5316,V-NIMP-GSM,V-PEP-GSM,W-GOMD-GME,W-Pr-Med-Ptc-GME,4094,NULL,NULL
251,αστερος,asteros,asteros,<i>van</i>-GLIMPer,<i>van</i> ster,van-GLIMPer,van ster,792,N-GSM,N-GSM,N-GME,N-GME,768,NULL,NULL
252,πεμψας,pemp<sup>s</sup>as,pempsas,ZENDEN<i>de</i>,zenden<i>de</i>,ZENDENde,zendende,3992,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,4003,NULL,NULL
253,ειπεν,eipen,eipen,<i>(hij)</i>-VERZAMEL<i>t</i>,<i>(hij)</i> zeg<i>t</i>,hij-VERZAMELt,hij zegt,2036,V-NNAI-3S,V-2AAI-3S,W-GHAA-3E,W-2Ao-Act-Ind-3E,3181,NULL,NULL
254,πορευθεντες,poreut<sup>h</sup>entes,poreuthentes,<i>ge</i>GAAN-<i>wordenden</i>,<i>ge</i>gaan <i>wordenden</i>,geGAAN-wordenden,gegaan wordenden,4198,V-NNPP-NPM,V-AOP-NPM,W-GHPD-NMM,W-Ao-Pas-Ptc-NMM,4355,NULL,NULL
255,εξετασατε,ek<sup>s</sup>etasate,eksetasate,UIT-ONDERVRAAG-<i>(jullie)!</i>,vraag uit <i>(jullie)!</i>,UIT-ONDERVRAAGt-(jullie)!,vraagt uit (jullie)!,1833,V-NNAM-2P,V-AAM-2P,W-GHAG-2M,W-Ao-Act-Imp-2M,2084,NULL,NULL
256,ακριβως,akribōs,akribos,NAUWKEURIG-ALS,nauwkeurig,NAUWKEURIG-ALS,nauwkeurig,199,ADV,ADV,BIJW,BIJW,172,NULL,NULL
257,περι,peri,peri,RONDOM,over/aangaande,RONDOM,over/aangaande,4012,PREP+2,PREP,PREP,PREP,4026,NULL,NULL
258,του,tou,tou,<i>van</i>-DE/HET,<i>van</i> de/het,van-DE/HET,van de/het,3588,T-GSN,T-GSN,T-GOE,T-GOE,2380,NULL,NULL
259,παιδιου,paidiou,paidiou,SLAGje,kind/jong,SLAGje,kind/jong,3813,N-GSN,N-GSN,N-GOE,N-GOE,3815,NULL,NULL
260,επαν,epan,epan,OP-(INDIEN-)OOIT,zodra,OP-(INDIEN-)OOIT,zodra,1875,CONJ,CONJ,VOEG,VOEG,1746,NULL,NULL
261,ευρητε,<sup>h</sup>eurēte,heurete,<i>dat-(jullie)</i>-VINDE+N,<i>dat (jullie)</i> vinde(n),dat-jullie-VINDE+N,dat jullie vinde(n),2147,V-NNAS-2P,V-2AAS-2P,W-GHAV-2M,W-2Ao-Act-Con-2M,2336,NULL,NULL
262,απαγγειλατε,apaggeilate,apaggeilate,VANAF-BOODSCHAP-<i>(jullie)!</i>,bericht <i>(jullie)!</i>,VANAF-BOODSCHAPt-(jullie)!,bericht (jullie)!,518,V-NNAM-2P,V-AAM-2P,W-GHAG-2M,W-Ao-Act-Imp-2M,475,NULL,NULL
263,μοι,moi,moi,<i>aan</i>-MIJ,<i>aan</i> mij,aan-MIJ,aan mij,3427,P-1DS,P-1DS,P-1DE,P-1DE,3524,NULL,NULL
264,οπως,<sup>h</sup>opōs,hopos,WELK-?-ALS,zodat,WELK-?-ALS,zodat,3704,ADV,ADV,BIJW,BIJW,2420,NULL,NULL
265,καγω,kagō,kago,EN-IK,en ik,EN-IK,en ik,2504,P-1NS-K,P-1NS-K,P-1NE-K,P-1NE-K,2667,NULL,NULL
266,ελθων,elt<sup>h</sup>ōn,elthon,KOMEN<i>de</i>,komen<i>de</i>,KOMENde,komende,2064,V-NNAP-NSM,V-2AAP-NSM,W-GHAD-NME,W-2Ao-Act-Ptc-NME,1925,NULL,NULL
267,προσκυνησω,proskunēsō,proskuneso,<i>dat-(ik)</i>-NAARTOE-WEMELE,<i>dat (ik)</i> aanbidde,dat-(ik)-NAARTOE-WEMELE,dat (ik) aanbidde,4352,V-NNAS-1S,V-AAS-1S,W-GHAV-1E,W-Ao-Act-Con-1E,4532,NULL,NULL
268,ακουσαντες,akousantes,akousantes,<i></i>HOREN<i>den</i>,<i></i>horen<i>den</i>,HORENden,horenden,191,V-NNAP-NPM,V-AAP-NPM,W-GHAD-NMM,W-Ao-Act-Ptc-NMM,165,NULL,NULL
270,αστηρ,astēr,aster,GLIMPer,ster,GLIMPer,ster,792,N-NSM,N-NSM,N-NME,N-NME,768,NULL,NULL
271,ον,<sup>h</sup>on,hon,WELK,welke,WELK,welke,3739,R-ASM,R-ASM,R-AME,R-AME,2381,NULL,NULL
272,ειδον,eidon,eidon,<i>(zij)</i>-WAARNEMEN,<i>(zij)</i> nemen waar,zij-WAARNEMEN,zij nemen waar,1492,V-NNAI-3P,V-2AAI-3P,W-GHAA-3M,W-2Ao-Act-Ind-3M,1442,NULL,NULL
273,προηγεν,proēgen,proegen,<i>(hij)</i>-VOOR-VOER<i>de</i>,<i>(hij)</i> ging vooraf,(hij)-VOOR-VOERde,(hij) ging vooraf,4254,V-PIAI-3S,V-IAI-3S,W-VOAA-3E,W-Im-Act-Ind-3E,4414,NULL,NULL
274,εσταθη,<sup>h</sup>estat<sup>h</sup>ē,hestathe,<i>(hij)-wordt-ge</i>STAAN,<i>(hij) wordt ge</i>staan,zij-wordt-geSTAAN,zij wordt gestaan,2476,V-NNPI-3S,V-API-3S,W-GHPA-3E,W-Ao-Pas-Ind-3E,2378,NULL,NULL
275,επανω,epanō,epano,OP-OPWAARTS,boven op,OP-OPWAARTS,boven op,1883,ADV,ADV,BIJW,BIJW,1753,NULL,NULL
276,ου,<sup>h</sup>ou,hou,VAN+WELK,waar?,VAN+WELK,waar?,3757,ADV,ADV,BIJW,BIJW,2457,NULL,NULL
277,παιδιον,paidion,paidion,SLAGje,kind/jong,SLAGje,kind/jong,3813,N-NSN,N-NSN,N-NOE,N-NOE,3815,NULL,NULL
278,ιδοντες,idontes,idontes,WAARNEMEN<i>den</i>,waarnemen<i>den</i>,WAARNEMENden,waarnemenden,1492,V-NNAP-NPM,V-2AAP-NPM,W-GHAD-NMM,W-2Ao-Act-Ptc-NMM,1442,NULL,NULL
279,εχαρησαν,ek<sup>h</sup>arēsan,ekharesan,<i>(zij)-worden</i>-VERHEUG<i>d</i>,<i>(zij) worden</i> (zich) verheug<i>d</i>,zij-worden-VERHEUGd,zij worden (zich) verheugd,5463,V-NNPI-3P,V-2AOI-3P,W-GHPA-3M,W-2Ao-Pas-Ind-3M,989,NULL,NULL
280,χαραν,k<sup>h</sup>aran,kharan,VREUGDE,vreugde,VREUGDE,vreugde,5479,N-ASF,N-ASF,N-AVE,N-AVE,1005,NULL,NULL
281,μεγαλην,megalēn,megalen,GROT<i>e</i>,grot<i>e</i>,GROTe,grote,3173,A-ASF,A-ASF,A-AVE,A-AVE,3349,NULL,NULL
282,σφοδρα,sp<sup>h</sup>odra,sphodra,HEFTIG,uiterst,HEFTIG,uiterst,4970,ADV,ADV,BIJW,BIJW,4905,NULL,NULL
283,ελθοντες,elt<sup>h</sup>ontes,elthontes,KOMEN<i>den</i>,komen<i>den</i>,KOMENden,komenden,2064,V-NNAP-NPM,V-2AAP-NPM,W-GHAD-NMM,W-2Ao-Act-Ptc-NMM,1925,NULL,NULL
285,οικιαν,oikian,oikian,HUIS,woonhuis,HUIS,woonhuis,3614,N-ASF,N-ASF,N-AVE,N-AVE,3665,NULL,NULL
287,παιδιον,paidion,paidion,SLAGje,kind/jong,SLAGje,kind/jong,3813,N-ASN,N-ASN,N-AOE,N-AOE,3815,NULL,NULL
288,μετα,meta,meta,MET,met,MET,met,3326,PREP+2,PREP,PREP,PREP,3413,NULL,NULL
289,αυτου,autou,autou,<i>van</i>-ZELFDE,<i>van</i> zelf,van-ZELFDE,van zelf,846,P-GSN,P-GSN,P-GOE,P-GOE,833,NULL,NULL
290,πεσοντες,pesontes,pesontes,VALlen<i>den</i>,vallen<i>den</i>,VALlenden,vallenden,4098,V-NNAP-NPM,V-2AAP-NPM,W-GHAD-NMM,W-2Ao-Act-Ptc-NMM,4252,NULL,NULL
291,προσεκυνησαν,prosekunēsan,prosekunesan,<i>(zij)</i>-NAARTOE-WEMELEN,<i>(zij)</i> aanbidden,zij-NAARTOE-WEMELEN,zij aanbidden,4352,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,4532,NULL,NULL
292,ανοιξαντες,anoik<sup>s</sup>antes,anoiksantes,OPWAARTS-OPENEN<i>den</i>,openen<i>den</i>,OPWAARTS-OPENENden,openenden,455,V-NNAP-NPM,V-AAP-NPM,W-GHAD-NMM,W-Ao-Act-Ptc-NMM,407,NULL,NULL
293,θησαυρους,t<sup>h</sup>ēsaurous,thesaurous,gePLAATSt-NAARBINNEN-MORGEN<sup>mv</sup>,schat<i>ten</i>,gePLAATSt-NAARBINNEN-MORGEN,schatten,2344,N-APM,N-APM,N-AMM,N-AMM,5327,NULL,NULL
294,προσηνεγκαν,prosēnegkan,prosenegkan,<i>(zij)</i>-NAARTOE-DRAGEN,<i>(zij)</i> brengen naartoe,zij-NAARTOE-DRAGEN,zij brengen naartoe,4374,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,4550,NULL,NULL
295,δωρα,dōra,dora,GEEF-GUTS<i>en</i>,(naderings)geschenk<i>en</i>,GEEF-GUTSen,(naderings)geschenken,1435,N-APN,N-APN,N-AOM,N-AOM,1360,NULL,NULL
296,χρυσον,k<sup>h</sup>ruson,khruson,GOUD,goud,GOUD,goud,5557,N-ASM,N-ASM,N-AME,N-AME,1089,NULL,NULL
297,λιβανον,libanon,libanon,WIT,wierook,WIT,wierook,3030,N-ASM,N-ASM,N-AME,N-AME,3208,NULL,NULL
298,σμυρναν,smurnan,smurnan,MIRRE,mirre,MIRRE,mirre,4666,N-ASF,N-ASF,N-AVE,N-AVE,4860,NULL,NULL
299,χρηματισθεντες,k<sup>h</sup>rēmatist<sup>h</sup>entes,khrematisthentes,GEBRUIK<i>t-wordenden</i>,in kennis <i>ge</i>stel<i>d wordenden</i>,GEBRUIKt-wordenden,in kennis gesteld wordenden,5537,V-NNPP-NPM,V-APP-NPM,W-GHPD-NMM,W-Ao-Pas-Ptc-NMM,1067,NULL,NULL
300,ανακαμψαι,anakamp<sup>s</sup>ai,anakampsai,OPWAARTS-<i>te</i>-BUIGEN,terug <i>te</i> gaan,OPWAARTS-te-BUIGEN,terug te gaan,344,V-NNAN,V-AAN,W-GHAO,W-Ao-Act-Inf,296,NULL,NULL
301,προς,pros,pros,NAARTOE,naar..toe,NAARTOE,naar..toe,4314,PREP+4,PREP,PREP,PREP,4490,NULL,NULL
302,ηρωδην,<sup>h</sup>ērōdēn,heroden,HERODES,Herodes,HERODES,Herodes,2264,N-ASM,N-ASM,N-AME,N-AME,2314,NULL,NULL
303,δι,di,di,DOOR,door,DOOR,door,1223,PREP+2,PREP,PREP,PREP,1177,NULL,NULL
304,αλλης,allēs,alles,<i>van</i>-VERANDER-,<i>van</i> ander<i>e</i>,van-VERANDER-,van andere,243,A-GSF,A-GSF,A-GVE,A-GVE,209,NULL,NULL
305,οδου,<sup>h</sup>odou,hodou,WEG,weg,WEG,weg,3598,N-GSF,N-GSF,N-GVE,N-GVE,2389,NULL,NULL
306,ανεχωρησαν,anek<sup>h</sup>ōrēsan,anekhoresan,<i>(zij)</i>-OPWAARTS-RUIMTE-,<i>(zij)</i> verwijderen zich,zij-OPWAARTS-RUIMTE-,zij verwijderen zich,402,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,271,NULL,NULL
307,χωραν,k<sup>h</sup>ōran,khoran,RUIMTE,landstreek,RUIMTE,landstreek,5561,N-ASF,N-ASF,N-AVE,N-AVE,1048,NULL,NULL
308,αναχωρησαντων,anak<sup>h</sup>ōrēsantōn,anakhoresanton,<i>van</i>-OPWAARTS-RUIMTE-<i>enden</i>,<i>van</i> zich verwijderen<i>den</i>,van-OPWAARTS-RUIMTE-enden,van zich verwijderenden,402,V-NNAP-GPM,V-AAP-GPM,W-GHAD-GMM,W-Ao-Act-Ptc-GMM,271,NULL,NULL
311,μητερα,mētera,metera,MOEDER,moeder,MOEDER,moeder,3384,N-ASF,N-ASF,N-AVE,N-AVE,3438,NULL,NULL
313,αιγυπτον,aigupton,aigupton,EGYPTE,Egypte,EGYPTE,Egypte,125,N-ASF,N-ASF,N-AVE,N-AVE,115,NULL,NULL
314,ισθι,ist<sup>h</sup>i,isthi,WEES-<i>(jij)</i>,wees <i>(jij)</i>,WEES-(jij),wees (jij),2468 (1510),V-NIAM-2S,V-PAM-2S,W-GOAG-2E,W-Pr-Act-Imp-2E,1459,NULL,NULL
