num,hebreeuws,text,BDB,pos
64,אָבֵל כְּרָמִים,"'Abel Kramiym, <i>aw-bale' ker-aw-meem'</i>;  from ''abel' (<a class=""SR"">H58</a>) and the plural of 'kerem' (<a class=""SR"">H3754</a>); meadow of vineyards; Abel-Keramim, a place in Palestine:--plain of the vineyards.","Abel Keramim = ""meadow of the vineyards""<br>1) a place in Ammon<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H58</a> and the plural of <a class='SR'>H3754</a>",n-pr-loc
65,אָבֵל מְחוֹלָה,"'Abel Mchowlah, <i>aw-bale' mekh-o-law'</i>;  from ''abel' (<a class=""SR"">H58</a>) and 'mchowlah' (<a class=""SR"">H4246</a>); meadow of dancing; Abel-Mecholah, a place in Palestine:--Abel-meholah.","Abel Meholah = ""meadow of dancing""<br>1) a city of Issachar, birthplace of Elisha<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H58</a> and <a class='SR'>H4246</a>",n-pr-loc
66,אַבֵל מַיִם,"'Abel Mayim, <i>aw-bale' mah'-yim</i>;  from ''abel' (<a class=""SR"">H58</a>) and 'mayim' (<a class=""SR"">H4325</a>); meadow of water; Abel-Majim, a place in Palestine:--Abel-maim.","Abel Maim = ""meadow of waters""<br>1) a city in northern Israel (perhaps Abel Beth Maachah)<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H58</a> and <a class='SR'>H4325</a>",n-pr-loc
67,אָבֵל מִצְרַיִם,"'Abel Mitsrayim, <i>aw-bale' mits-rah'-yim</i>;  from ''abel' (<a class=""SR"">H58</a>) and 'Mitsrayim' (<a class=""SR"">H4714</a>); meadow of Egypt; Abel-Mitsrajim, a place in Palestine:--Abel-mizraim.","Abel Mizraim = ""meadow of Egypt""<br>1) a place east of the Jordan (perhaps ""as fertile as Egypt"")<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H58</a> and <a class='SR'>H4714</a>",n-pr-loc
68,אֶבֶן,"'eben, <i>eh'-ben</i>;  from the root of 'banah' (<a class=""SR"">H1129</a>) through the meaning to build; a stone:--+ carbuncle, + mason, + plummet, (chalk-, hail-, head-, sling-)stone(-ny), (divers) weight(-s).","1) stone (large or small)<br><div class=""s15p"">1a) common stone (in natural state)</div><div class=""s15p"">1b) stone, as material</div><div class=""s30p"">1b1) of tablets</div><div class=""s30p"">1b2) marble, hewn stones</div><div class=""s15p"">1c) precious stones, stones of fire</div><div class=""s15p"">1d) stones containing metal (ore), tool for work or weapon</div><div class=""s15p"">1e) weight</div><div class=""s15p"">1f) plummet (stones of destruction) also made of metal</div><div class=""s15p"">1g) stonelike objects, eg hailstones, stony heart, ice</div><div class=""s15p"">1h) sacred object, as memorial Samuel set up to mark where God helped Israel to defeat the Philistines</div><div class=""s15p"">1i) (simile)</div><div class=""s30p"">1i1) sinking in water, motionlessness</div><div class=""s30p"">1i2) strength, firmness, solidity</div><div class=""s30p"">1i3) commonness</div><div class=""s15p"">1j) (metaphorically)</div><div class=""s30p"">1j1) petrified with terror</div><div class=""s30p"">1j2) perverse, hard heart</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the root of <a class='SR'>H1129</a> through the meaning to build",n-f
69,אֶבֶן,"'eben, <i>eh'-ben</i>;  (Aramaic) corresponding to ''eben' (<a class=""SR"">H68</a>):--stone.","1) stone<br><div class=""s15p"">1a) a (the) stone</div><div class=""s15p"">1b) stone, material of idols and buildings</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H68</a>",n-f
70,אֹבֶן,"'oben, <i>o'ben</i>;  from the same as ''eben' (<a class=""SR"">H68</a>); a pair of stones (only dual); a potter's wheel or a midwife's stool (consisting alike of two horizontal disks with a support between):--wheel, stool.","1) wheel, disc<br><div class=""s15p"">1a) potter's wheel</div><div class=""s15p"">1b) bearing-stool, midwife's stool</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H68</a>",n-m
71,אֲבָנָה,"'Abanah, <i>ab-aw-naw'</i>;  perhaps feminine of ''eben' (<a class=""SR"">H68</a>); stony; Abanah, a river near Damascus:--Abana. Compare ''Amanah' (<a class=""SR"">H549</a>).","1) river Abana, Syrian river flowing through Damascus<br>Part of Speech: noun<br>A Related Word by BDB/Strong's Number: perhaps feminine of <a class='SR'>H68</a>",n
72,אֶבֶן הָעֵזֶר,"'Eben ha-`ezer, <i>eh'-ben haw-e'-zer</i>;  from ''eben' (<a class=""SR"">H68</a>) and '`ezer' (<a class=""SR"">H5828</a>) with the article inserted; stone of the help; Eben-ha-Ezer, a place in Palestine:--Ebenezer.","Ebenezer = ""stone of help""<br>1) memorial stone erected by Samuel to mark where God helped Israel to defeat the Philistines - north of Jerusalem<br>Part of Speech: noun<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H68</a> and <a class='SR'>H5828</a> with the article inserted",n
73,אַבְנֵט,"'abnet, <i>ab-nate'</i>;  of uncertain derivation; a belt:--girdle.","1) girdle, sash, waistband<br><div class=""s15p"">1a) of high priest</div><div class=""s15p"">1b) of other priests</div><div class=""s15p"">1c) of high official</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: of uncertain derivation",n-m
74,אֲבִינֵר,"'Abner, <i>ab-nare'</i>;  or (fully) nAbiyner {ab-ee-nare'}; from ''ab' (<a class=""SR"">H1</a>) and 'niyr' (<a class=""SR"">H5216</a>); father of light (i.e. enlightening); Abner, an Israelite:--Abner.","Abner = ""my father is a lamp""<br>1) Saul's cousin and army captain, treacherously slain by Joab<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1</a> and <a class='SR'>H5216</a>",
75,אָבַס,"'abac, <i>aw-bas'</i>;  a primitive root; to fodder:--fatted, stalled.","1) to feed, fatten<br><div class=""s15p"">1a) (Qal) fattened (passive participle)</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
76,אֲבַעְבֻּעָה,"'aba`bu`ah, <i>ab-ah-boo-aw'</i>;  (by reduplication) from an unused root (meaning to belch forth); an inflammatory pustule (as eruption):--blains.","1) blisters, boils (from root, to swell up)<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: (by reduplication) from an unused root (meaning to belch forth)",n-f
77,אֶבֶץ,"'Ebets, <i>eh'-bets</i>;  from an unused root probably meaning to gleam; conspicuous; Ebets, a place in Palestine:--Abez.","Abez = ""I will make white (or miry)""<br>1) a city in Issachar<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from an unused root probably meaning to gleam",n-pr-loc
78,אִבְצָן,"'Ibtsan, <i>ib-tsawn'</i>;  from the same as ''aba`bu`ah' (<a class=""SR"">H76</a>); splendid; Ibtsan, an Israelite:--Ibzan.",1) a Bethlehemite judge in time of the judges<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H76</a>,n-pr-m
79,אָבַק,"'abaq, <i>aw-bak'</i>;  a primitive root, probably to float away (as vapor), but used only as denominative from ''abaq' (<a class=""SR"">H80</a>); to bedust, i.e. grapple:-- wrestle.","1) (Niphal) to wrestle, grapple (get dusty), bedust<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root, probably to float away (as vapour), but used only as denominative from <a class='SR'>H80</a>",v
80,אָבָק,"'abaq, <i>aw-bawk'</i>;  from root of ''abaq' (<a class=""SR"">H79</a>); light particles (as volatile):--(small) dust, powder.","1) dust<br><div class=""s15p"">1a) on ground</div><div class=""s15p"">1b) clouds (figuratively)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from root of <a class='SR'>H79</a>",n-m
81,אֲבָקָה,"'abaqah, <i>ab-aw-kaw'</i>;  feminine of ''abaq' (<a class=""SR"">H80</a>):--powder.","1) aromatic powders, powder<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: feminine of <a class='SR'>H80</a>",n-f
82,אָבַר,"'abar, <i>aw-bar'</i>;  a primitive root; to soar:--fly.",1) (Hiphil) to fly (to move wings)<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root,v
83,אֵבֶר,"'eber, <i>ay-ber'</i>;  from ''abar' (<a class=""SR"">H82</a>); a pinion:--(long-)wing(-ed).","1) pinion, wing<br><div class=""s15p"">1a) of bird (dove, eagle)</div><div class=""s15p"">1b) of Babylonian king (figuratively)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H82</a>",n-m
84,אֶבְרָה,"'ebrah, <i>eb-raw'</i>;  feminine of ''eber' (<a class=""SR"">H83</a>):--feather, wing.","1) pinion, wing<br><div class=""s15p"">1a) of bird (ostrich, eagle, dove)</div><div class=""s15p"">1b) of God (metaphorically)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: feminine of <a class='SR'>H83</a>",n-f
85,אַבְרָהָם,"'Abraham, <i>ab-raw-hawm'</i>;  contracted from ''ab' (<a class=""SR"">H1</a>) and an unused root (probably meaning to be populous); father of a multitude; Abraham, the later name of Abram:--Abraham.","Abraham = ""father of a multitude"" or ""chief of multitude""<br>1) friend of God and founder of Hebrew nation via God's elective covenant<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: contracted from <a class='SR'>H1</a> and an unused root (probably meaning to be populous)",n-pr-m
86,אַבְרֵךְ,"'abrek, <i>ab-rake'</i>;  probably an Egyptian word meaning kneel:--bow the knee.","1) (meaning dubious) - a shout made to announce Joseph's chariot<br><div class=""s15p"">1a) command</div><div class=""s15p"">1b) bow</div>Part of Speech: exclamation<br>A Related Word by BDB/Strong's Number: probably an Egyptian word meaning kneel",v
87,אַבְרָם,"'Abram, <i>ab-rawm'</i>;  contracted from ''Abiyram' (<a class=""SR"">H48</a>); high father; Abram, the original name of Abraham:--Abram.","Abram = ""exalted father""<br>1) original name of Abraham<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: contracted from <a class='SR'>H48</a>",n-pr-m
88,אֹבֹת,"'oboth, <i>o-both'</i>;  plural of ''owb' (<a class=""SR"">H178</a>); water-skins; Oboth, a place in the Desert:--Oboth.","Oboth = ""waterskins""<br>1) undetermined site of an Israelite camp in the wilderness<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: plural of <a class='SR'>H178</a>",n-pr-loc
89,אָגֵא,"'Age', <i>aw-gay'</i>;  of uncertain derivation (compare ''Agag' (<a class=""SR"">H90</a>)); Age, an Israelite:--Agee.","Agee = ""I shall increase""<br>1) father of a warrior of David<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: of uncertain derivation, compare with <a class='SR'>H90</a>",n-pr-m
90,אֲגָג,"'Agag, <i>ag-ag'</i>;  or uAgag {Ag-awg'}; of uncertain derivation (compare ''Age'' (<a class=""SR"">H89</a>)); flame; Agag, a title of Amalekitish kings:--Agag.","Agag = ""I will overtop""<br>1) king of Amalek, spared by Saul but slain by Samuel<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: of uncertain derivation, compare with <a class='SR'>H89</a>",
91,אֲגָגִי,"'Agagiy, <i>ag-aw-ghee'</i>;  patrial or patronymic from ''Agag' (<a class=""SR"">H90</a>); an Agagite or descendent (subject) of Agag:--Agagite.","Agagite = ""I will overtop""<br>1) said of Haman, Haman the Agagite<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: patrial or patronymic from <a class='SR'>H90</a>",a
92,אֲגֻדָּה,"'aguddah, <i>ag-ood-daw'</i>;  feminine passive participle of an unused root (meaning to bind); a band, bundle, knot, or arch:--bunch, burden, troop.","1) band, binding<br><div class=""s15p"">1a) cords, bands, thongs (metaphorical of slavery)</div><div class=""s15p"">1b) bunch of hyssop</div><div class=""s15p"">1c) band of men, troops</div><div class=""s15p"">1d) vault (of the heavens), firmament (binding earth to the heavens)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: feminine passive participle of an unused root (meaning to bind)",n-f
93,אֱגוֹז,"'egowz, <i>eg-oze'</i>;  prob of Persian origin; a nut:--nut.",1) nuts<br>Part of Speech: noun masculine collective<br>A Related Word by BDB/Strong's Number: probably of Persian origin,n-m
94,אָגוּר,"'Aguwr, <i>aw-goor'</i>;  passive participle of ''agar' (<a class=""SR"">H103</a>); gathered (i.e. received among the sages); Agur, a fanciful name for Solomon:--Agur.","Agur = ""gathered""<br>1) son of Jakeh, an author or compiler of Prov 30<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: passive participle of <a class='SR'>H103</a>",n-pr-m
95,אֲגוֹרָה,"'agowrah, <i>ag-o-raw'</i>;  from the same as ''Aguwr' (<a class=""SR"">H94</a>); properly, something gathered, i.e. perhaps a grain or berry; used only of a small (silver) coin:--piece (of) silver.","1) payment, piece, coin<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H94</a>",n-f
96,אֶגֶל,"'egel, <i>eh'-ghel</i>;  from an unused root (meaning to flow down or together as drops); a reservoir:--drop.","1) drop, reserve supply, collections, stores<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root (meaning to flow down or together as drops)",n-m
97,אֶגְלַיִם,"'Eglayim, <i>eg-lah'-yim</i>;  dual of ''egel' (<a class=""SR"">H96</a>).; a double pond; Eglajim, a place in Moab:--Eglaim.","Eglaim = ""double reservoir""<br>1) a town in Moab<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: dual of <a class='SR'>H96</a>",n-pr-loc
98,אֲגַם,"'agam, <i>ag-am'</i>;  from an unused root (meaning to collect as water); a marsh; hence a rush (as growing in swamps); hence a stockade of reeds:--pond, pool, standing (water).","1) pool, troubled pool<br><div class=""s15p"">1a) troubled or muddy (gloomy) pools, marshes</div><div class=""s15p"">1b) any pool, pond</div><div class=""s15p"">1c) swamp reeds, reeds, rush(es)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root (meaning to collect as water)",n-m
99,אָגֵם,"'agem, <i>aw-game'</i>;  probably from the same as ''agam' (<a class=""SR"">H98</a>) (in the sense of stagnant water); figuratively, sad:--pond.",1) stagnant pond<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: probably from the same as <a class='SR'>H98</a> (in the sense of stagnant water),a
100,אַגְמוֹן,"'agmown, <i>ag-mone'</i>;  from the same as ''agam' (<a class=""SR"">H98</a>); a marshy pool (others from a different root, a kettle); by implication a rush (as growing there); collectively a rope of rushes:--bulrush, caldron, hook, rush.","1) rush, bulrush<br><div class=""s15p"">1a) used as cord or line (of twisted rushes or spun of rush fibre)</div><div class=""s15p"">1b) of the lowly, insignificant (metaphorically)</div>2) sad, drooping<br><div class=""s15p"">1a) of line of bulrushes</div><div class=""s15p"">1b) bowing of the head (figuratively)</div><div class=""s15p"">1c) of the lowly (metaphorically)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H98</a>",n-m
101,אַגָּן,"'aggan, <i>ag-gawn'</i>;  probably from 'nagan' (<a class=""SR"">H5059</a>); a bowl (as pounded out hollow):--basin, cup, goblet.","1) bowl, basins<br><div class=""s15p"">1a) basins used in ritual</div><div class=""s15p"">1b) human body (metaphorically), curves of the body (simile)</div><div class=""s15p"">1c) of family of Eliakim (metaphorically)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: probably from <a class='SR'>H5059</a>",n-m
102,אַגָּף,"'aggaph, <i>ag-gawf'</i>;  probably from 'nagaph' (<a class=""SR"">H5062</a>) (through the idea of impending); a cover or heap; i.e. (only plural) wings of an army, or crowds of troops:--bands.","1) wing (of an army), band, army, hordes<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: probably from <a class='SR'>H5062</a> (through the idea of impending)",n-m
103,אָגַר,"'agar, <i>aw-gar'</i>;  a primitive root; to harvest:--gather.","1) to gather<br><div class=""s15p"">1a) (Qal) to gather</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
104,אִגְּרָא,"'iggra', <i>ig-er-aw'</i>;  (Aramaic) of Persian origin; an epistle (as carried by a state courier or postman):--letter.","1) letter, missive (Aramaic loan-word used in last OT books)<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: of Persian origin",n-f
105,אֲגַרְטָל,"'agartal, <i>ag-ar-tawl'</i>;  of uncertain derivation; a basin:--charger.","1) vessel, basket, leather bag, basin<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: of uncertain derivation",n-m
106,אֶגְרֹף,"'egroph, <i>eg-rofe'</i>;  from 'garaph' (<a class=""SR"">H1640</a>) (in the sense of grasping); the clenched hand:--fist.",1) fist<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1640</a> (in the sense of grasping),n-m
