id,vid,tekst,type
68,48002009,"<div><b>de genade ... die mij gegeven is</b> – Paulus noemt zijn bediening, dat hij het evangelie van Gods <a class=""mw"">genade</a> aan de natiën mocht verkondigen, met regelmaat zelf ook <a class=""mw"">genade</a> die aan hem gegeven is, zoals in <a class=""l"">1:15</a>; <a class=""l"">Efe 3:7,8</a>; Gezien zijn verleden, waarin hij de <a class=""mw"">gemeente</a> Gods vervolgd heeft, mag het zeker <a class=""mw"">genade</a> genoemd worden dat juist hij uitgekozen werd om haar op te bouwen, zoals hij ook zelf zegt in <a class=""l"">1Kor 15:9,10</a>.</div>",4
69,48002009,"<div><b>toen zij de genade erkenden die mij gegeven is</b> – Paulus werd de <a class=""mw"">genade</a> gegeven het evangelie aan de natiën te mogen verkondigen. Dit werd in Jeruzalem door de voornaamste apostelen erkent. Deze erkenning zette Paulus op gelijke voet met het hoofd van de apostelen, Petrus.</div>",3
70,48002009,"<div><b>steunpilaren</b> - Dit Griekse woord voor pilaren of zuilen werd door Joden vaker gebruikt als beeldspraak om over grote leraren van de wet te spreken. In het beeld zijn zij, Jakobus, Kefas en Johannes, de zuilen waarop het huis van God rust.</div>",2
71,48002009,"<div><b>gaven ... mij en Barnabas de rechterhand van gemeenschap</b> – Door te spreken van niet zomaar een handdruk, een overeenkomst, maar een rechterhand van gemeenschap, benadrukt Paulus dat hij volledige instemming heeft met de apostelen en zij gemeenschappelijk optrekken in hun bedieningen, Paulus en Barnabas die voor de natiën, Petrus en de apostelen die voor  het volk.</div>",3
72,48002009,"<div><b>opdat inderdaad wij voor de natiën, maar zij voor de besnijdenis zouden zijn</b> – Hier lezen we dat Petrus en Paulus een werkafspraak maken. In <a class=""l"">2:7</a> lezen we over de twee evangeliën die daar bij horen, die van de voorhuid en die van de besnijdenis. Voor overwegingen over de vraag of dit ook twee verschillende evangeliën zijn, zie de voetnoot bij&nbsp;<a class=""dl"" name=""VOETNOTEN_48002007"">Gal 2:7</a>.</div>",6
73,48002010,"<div><b>alleen opdat wij de armen zouden gedenken</b> – Bij een eerdere gelegenheid had Paulus al noodhulp aan Jeruzalem gebracht tijdens een hongersnood (<a class=""l"">Hand 11:29,30</a>), maar later lezen we ook in zijn brieven nog over collecten voor de <a class=""mw"">heiligen</a> (<a class=""l"">1Kor 16:1,2</a>). Als oorzaken voor de armoede onder de <a class=""mw"">heiligen</a> in Jeruzalem kunnen hongersnood worden aangedragen (<a class=""l"">Hand 11:28</a>), maar ook het feit dat ze al hun bezittingen verkocht hadden (Hand 2-4), of de vervolging na de executie van Stefanus (<a class=""l"">Hand 8:1-2</a>).</div>",4
74,48002010,"<div><b>waarvoor ik mij ook inzet</b> – Uit de vermelding van de collecten in <a class=""l"">1Kor 16:1,2</a>&nbsp;en <a class=""l"">2Kor 8:1-4</a>; <a class=""l"">9:1-2</a>&nbsp;blijkt inderdaad dat Paulus zich hiervoor heeft ingezet. Naast de motivatie uit liefde zijn broeders te helpen, en het feit dat het zijn broeders in het vlees zijn, of misschien het idee dat het volk nog een bepaalde voorrang had op de natiën (<a class=""l"">Rom 3:1</a>; <a class=""l"">9:4-5</a>), en zij daarom schuldig waren hen bij te staan, zag Paulus wellicht ook dat zo strategisch de band tussen Jeruzalem en de <a class=""mw"">gemeenten</a> onder de natiën versterkt zou kunnen worden.&nbsp;</div><div><br></div><div>In het gedeelte in hoofdstuk 8 en 9 van de tweede Korintebrief noemt Paulus nog verdere motivaties voor de collecte. Uit een principe van delen en gelijkheid, waarin broeders die meer hebben delen met zij die minder hebben, zouden de rijkere <a class=""mw"">gemeenten</a> zorgen voor de armere (<a class=""l"">2Kor 8:13-15</a>). Daarnaast levert het laten overvloeien van de zegen die God gegeven heeft tot meer zegen, vreugde en dankbaarheid. Wie daarin karig zaait zal karig oogsten, en wie rijkelijk zaait zal rijkelijk oogsten (<a class=""l"">2Kor 9:6-14</a>).</div>",4
75,48002011,"<div><b>Antiochië</b> – Deze plaats in Syrië was een vroegchristelijk bolwerk waar ook het hellenisme – het aannemen van Griekse gewoonten – sterk vertegenwoordigd was. Het was de plek waar een botsing tussen Joodse leefwijze en gebruiken en Griekse gewoonten onvermijdelijk was, en waar de samenwerking tussen Paulus en de apostelen en hun erkenning van zijn bediening op de proef zou worden gesteld.</div>",2
76,48002011,"<div><b>omdat hij afkeurenswaardig was</b> – Er zit een opbouw in de ontmoetingen tussen Petrus en Paulus. Eerst vertelt hij over zijn bediening (<a class=""l"">1:18</a>), tijdens de tweede ontmoeting krijgt hij erkenning (<a class=""l"">2:7-9</a>), en bij zijn derde ontmoeting stijgt hij boven Petrus uit en weerstaat hij hem. Paulus haalt ook deze derde ontmoeting aan om nog maar eens verder te onderstrepen dat hij voor zijn bediening niet gebonden is van de apostelen, en zijn autoriteit bevestigd is. Ook laat het zien dat hij zijn evangelie verdedigt, ook tegen zij die aanzien genieten. Hij doet het immers niet om mensen te behagen, maar God (<a class=""l"">1:10</a>).</div>",4
77,48002012,"<div><b>enkelen uit de kring van Jakobus</b> – Dat Jakobus ondertussen veel aanzien had gekregen onder de Joodse gelovigen blijkt uit het feit dat enigen uit zijn kring zelfs Petrus vrees konden bezorgen. Mogelijk was hij, na zijn eerdere confrontatie met de Joden na zijn bezoek aan Cornelius (<a class=""l"">Hand 11:1-3</a>), bevreesd voor een nieuwe confrontatie nu hij opnieuw binnen was gegaan bij de natiën en samen met hen at. Deze enkelen uit de kring van Jakobus zijn overigens niet noodzakelijk dezelfden als de 'binnengesmokkelde valse broeders' uit <a class=""l"">2:4</a>, er staat verder alleen dat ze van de besnijdenis waren.</div>",4
78,48002012,"<div><b>deinsde hij terug en zonderde zich af</b> – de werkwoordsvormen leggen de nadruk op het bezig zijn of voortgaan van de handeling. Dit kan verschillende dingen betekenen. Omdat de handeling 'bezig is', kan dit betekenen dat hij zich geleidelijk begon af te zonderen, dus niet in één keer, of hij probeerde terug te deinzen, maar Paulus sprak hem aan voor hij dit daadwerkelijk helemaal gedaan had (voor de kenner: conatieve betekenis). Als we echter verder lezen dan is de laatste mogelijkheid minder waarschijnlijk, want hij sleepte vele Joden met zich mee, wat moeilijk is als Paulus hem gelijk had aangesproken.</div>",0
79,48002012,"<div><b>zonderde zich af</b> – Mogelijk zit er nog een woordspeling hier. In het Grieks staat er <a class=""ghw"" name=""G_i_16232""><span class=""ncv-GH""><span class=""translit"">aphōrizen</span><span class=""Greek"">αφωριζεν</span></span></a>, wat ergens klinkt als <a class=""ghw"" name=""G_l_4108""><span class=""ncv-GH""><span class=""translit"">pharisaios</span><span class=""Greek"">φαρισαιος</span></span></a>, Farizeeër. Het woord Farizeeër komt van een Semitisch woord dat juist weer 'afzonderen' betekent, omdat de Farizeeërs, geobsedeerd door reinheid, zich afzonderden met hun rituelen. Zo klinkt in 'Petrus zonderde zich af' door dat Petrus 'de Farizeeër speelde'. Hier tegenover staat Paulus, die juist de omgekeerde weg bewandeld heeft. Hij, die ooit Farizeeër was, werd&nbsp;door God juist afgezonderd voor zijn dienst om naar de natiën te gaan om de boodschap te verkondigen (<a class=""l"">1:15</a>).</div>",0
80,48002013,"<div><b>huichelden ... hun huichelarij </b>– Het woord hier voor huichelarij, <a class=""ghw"" name=""G_l_2541""><span class=""ncv-GH""><span class=""translit"">hupokrisis</span><span class=""Greek"">υποκρισις</span></span></a>, heeft net als 'afzonderen' een link naar de Farizeeërs, aangezien Jezus dit woord gebruikte om het gedrag van hen te beschrijven (<a class=""l"">Mat 23:28</a>; <a class=""l"">Mar 12:15</a>; <a class=""l"">Luk 12:1</a>). In de Septuagint wordt het woord zelfs gebruikt om 'goddeloze mensen' aan te duiden (<a class=""l"">Job 34:30</a>; <a class=""l"">36:13</a>;).</div>",0
81,48002013,"<div><b>zelfs Barnabas</b> – Hij spaart ook Barnabas niet door hem hier bij naam te noemen, maar benadrukt zo zijn eigen integriteit. Inderdaad gaat het verdedigen van het evangelie, en daarvoor zijn reputatie, voor het behagen van mensen (<a class=""l"">1:10</a>).</div>",3
82,48002014,"<div><b>toen ik zag, dat zij niet de juiste houding hadden tot de waarheid</b> – Petrus' handelen misleidde Barnabas en de overige Joden, maar niet Paulus, ondanks dat hij ontzag voor Petrus zou kunnen hebben voor zijn vooraanstaande positie. Paulus bleef alleen over als verdediger en behouder van de waarheid. Hiermee sluit Paulus zijn betoog af. Aan zijn reputatie werd getwijfeld, zijn apostelschap bevraagd, maar hij blijkt niet ondergeschikt te zijn aan de andere apostelen, of zijn evangelie van hen gekregen te hebben, maar hij stond in dienst van en ontving zijn boodschap van God. En als het om de waarheid gaat, blijft hij als enige verdediger over en laat de leider van de apostelen zelfs achter zich.</div>",3
83,48002014,"<div><b>zeker niet als Jood</b> –&nbsp;<a class=""l"">Hand 10:28</a>; <a class=""l"">11:3</a>; Verg. <a class=""l"">Mark 7:1-21</a>;</div>",5
84,48002014,"<div><b>hoe kan jij de natiën noodzaken als Jood te leven?</b> – De logica hier is onfeilbaar. Als hij eerst zelf bij de natiën verbleef en met hen at, dan erkende hij daarmee het recht van de natiën om zo te leven als ze deden, en was het dus verkeerd ze te proberen als Jood te laten leven. Petrus kon zich niet terugtrekken zonder zijn eerdere gedrag, en daarmee zichzelf, te veroordelen. Bovendien zou de boodschap die zijn handelen uitdroeg grote schade hebben toegebracht aan de natiën en aan het evangelie, wat de scherpe reactie van Paulus verklaart.</div>",3
85,47001001,"<div><b>een apostel van Christus Jezus, door de wil van God</b> – Paulus begint de brief gelijk met de nadruk te leggen op zijn apostelschap en autoriteit, die hij van God gekregen heeft. Na zijn eerdere brief aan de Korinthiërs en zijn daarop volgende pijnlijke bezoek om hen te corrigeren (<a class=""l"">2:1</a>; <a class=""l"">13:1-2</a>), stuurde hij via Titus de  verloren 'tranenbrief' aan hen, waarin hij zijn liefde voor hen uiteenzette (<a class=""l"">2:4,12-13</a>). Titus bracht hierna in Macedonië het nieuws dat de Korinthiërs er goed op gereageerd hadden (<a class=""l"">7:5-12</a>), maar de nieuwe dreiging kwam nu van enkelen, die met een ander evangelie kwamen (<a class=""l"">11:4</a>) , die hij valse apostelen noemde (<a class=""l"">11:13,14</a>). Zij trokken zijn apostelschap, houding en kunde in twijfel (zie bijv. <a class=""l"">11:5-12</a> ).</div><br><div>Voor eenzelfde opening, zie <a class=""l"">1Kor 1:1</a>; <a class=""l"">Gal 1:1</a>; <a class=""l"">Efe 1:1</a>; <a class=""l"">Kol 1:1</a>; <a class=""l"">1Tim 1:1</a>; <a class=""l"">2Tim 1:1</a>;</div>",4
86,47001001,"<div><b>en Timoteüs</b> – In <a class=""l"">1Kor 4:17</a>; <a class=""l"">16:11</a> beloofde Paulus om Timoteüs naar de worstelende <a class=""mw"">gemeente</a> te sturen, wat hij daarna waarschijnlijk ook gedaan heeft. Hoewel uit de rest van de brief duidelijk is dat Paulus deze zelf geschreven heeft, wordt Timoteüs genoemd als iemand die bekend was bij de Korinthiërs en meedeelde in de zorgen van de apostel om de <a class=""mw"">gemeente</a>.</div>",4
87,47001001,"<div><b>aan de uitgeroepen gemeente van God die in Korinte is</b> – De vroegste Christelijke gemeenschappen kwamen bijeen in huisgemeenten, van wie Titius Justus de eerste lijkt te zijn geweest (<a class=""l"">Hand 18:7</a>). Toch lezen we al dat soms de 'hele uitgeroepen <a class=""mw"">gemeente</a>' samenkwam, ook in Korinte (<span><a class=""l"">Rom 16:23</a>; </span><a class=""l"">1Kor 14:23</a>). Zie ook het woord voor <i>uitgeroepen gemeente</i>, <a class=""ghw"" name=""G_l_1512""><span class=""ncv-GH""><span class=""translit"">ekklēsia</span><span class=""Greek"">εκκλησια</span></span></a>.</div>",2
88,47001001,"<div><b>tezamen met alle <a class=""mw"">heiligen</a> die in heel Achaje zijn</b> – De Romeinse provincie Achaje omvatte een groot gebied rondom Korinte, dat zelfs voorbij Athene reikte. Paulus lijkt met het woord echter een kleiner gebied in gedachte te hebben. &nbsp;In Athene kwamen al enkelen tot <a class=""mw"">geloof</a> (<a class=""l"">Hand 17:32-34</a>), maar hij noemt later het huis van Stefanas en Fortunatus de eersteling van Achaje (<a class=""l"">1Kor 16:15</a>).</div><br><div>In ieder geval was Korinte in Achaje een belangrijke en invloedrijke stad en daarom werden ook hun <a class=""mw"">geestelijke</a> ideeën en hun geestelijke toestand verspreid onder hen, die in de omgeving tot <a class=""mw"">geloof</a> gekomen waren en daarom <a class=""mw"">heiligen</a> genoemd werden. Zo was Febe dienaar van de <a class=""mw"">gemeente</a> in de nabijgelegen Kenchreeën (<a class=""l"">Rom 16:1</a>). De vele verwijzingen in de verdere brief naar de <a class=""mw"">gemeente</a> in Korinte zelf maken duidelijk dat de brief in eerste instantie aan hen gericht was, maar deze aanhef maakt duidelijk dat de omgeving met hen meekeek. Zo kunnen ook wij vandaag nog meelezen met de brief en kijken wat hij ons te zeggen heeft.</div>",2
89,47001002,"<div><b><a class=""mw"">Genade</a> voor jullie en vrede van God</b> – De standaard Griekse groet was <a class=""ghw"" name=""G_i_11705""><span class=""ncv-GH""><span class=""translit"">khairein</span><span class=""Greek"">χαιρειν</span></span></a>, <i>gegroet</i>, en Paulus verandert dit bij wijze van woordspel in <a class=""ghw"" name=""G_l_1010""><span class=""ncv-GH""><span class=""translit"">kharis</span><span class=""Greek"">χαρις</span></span></a>, <i><a class=""mw"">genade</a></i>, en breidt het uit met de standaard Hebreeuwse groet <a class=""ghw"" name=""G_l_1462""><span class=""ncv-GH""><span class=""translit"">eirēnē</span><span class=""Greek"">ειρηνη</span></span></a>, <i>vrede</i>. Zo gebruikt en verandert hij de standaard Griekse groet om meteen al enkele kernpunten van het evangelie te delen. In alle brieven vinden we deze groet. Alleen in <a class=""l"">1Tim 1:2</a> en <a class=""l"">2Tim 1:2</a> voegt hij het woord 'barmhartigheid' er aan toe.</div>",0
91,47001003,"<b><span>God</span><span> </span><span>en</span><span> </span></b><b>Vader</b> – Vanaf zijn jeugd zal Paulus in de Thora hebben gelezen over God als Vader (bijv. in <a class=""l"">Deut 32:6</a>), en Hem als 'onze Vader, onze Verlosser' hebben aangesproken, zoals we lezen bij de profeten (<a class=""l"">Jes 63:16</a>; zie ook <a class=""l"">Jes 64:8</a>; <a class=""l"">Jer 31:9</a>; <a class=""l"">Mal 2:10</a>). Hij spreekt God de Vader dan ook aan met het familiare <a class=""ghw"" name=""G_l_4""><span class=""ncv-GH""><span class=""translit"">abba</span><span class=""Greek"">αββα</span></span></a> (<a class=""l"">Rom 8:15</a>; <a class=""l"">Gal 4:6</a>; zie ook <a class=""l"">Mar 14:36</a>).",4
92,47001003,"<b><span>de</span><span> </span><span>Vader</span><span> </span><span>van het</span><span> </span></b><b>medelijden</b> – In de Romeinse samenleving was een vader niet zo liefdevol als wij ons nu voorstellen. De vader had volledige autoriteit over de kinderen, die als zijn bezit gezien werden. Ongewenste kinderen konden afgedankt en oudere kinderen als slaven verkocht worden. Pas onder latere Christelijke keizers werd het ombrengen van ongewenste kinderen afgeschaft. Dat Paulus hier dus spreekt over 'de Vader van het medelijden' vertelt de Korinthiërs dat, ongeacht hoe hun aardse vader is, God als Vader liefdevol en medelijdend is.",2
119,47001003,"<b><span>de</span><span> </span><span>Vader</span><span> </span><span>van het</span><span> </span><span>medelijden</span><span> </span><span>en de </span><span>God</span><span> </span><span>van alle</span><span> </span></b><b>vertroosting</b> – Hiermee wordt de toon van de brief gezet. In de brief laat de apostel zijn innige gevoelens zien voor de Korinthiërs (zie bijv. <a class=""l"">6:11</a>; <a class=""l"">7:4</a>), en dit thema, vertroosting in verdrukking, vinden we in de eerste negen hoofdstukken (zie bijv. <a class=""l"">2:14-16</a>; <a class=""l"">4:8-12</a>; <a class=""l"">5:4,5</a>; <a class=""l"">6:2-12</a>). Hier en in de volgende verzen zien we dat hij zijn gevoelens terugvoert tot de God van alle vertroosting (zie ook <a class=""l"">Rom 15:5</a>; <a class=""l"">2Thes 2:16,17</a>).",4
